"id","japanese"
"1120","影響コンテンツ参照"
"1121","参照したいコンテンツを選択してください"
"1122","影響コンテンツは登録されていません"
"1123","成果物格納場所変更"
"1124","進捗/品質管理適用アクティビティについては"
"1125","単位でフォルダ格納"
"1126","進捗/品質管理非適用アクティビティについては"
"1127","成果物を「格納先フォルダ」に格納します。"
"1128","進捗/品質管理非適用%1については"
"1129","進捗/品質管理適用%1については"
"1130","%1にモジュール構成で格納場所が指定されているため、%r%nここには指定できません。"
"1131","%1に%2構成で格納場所が指定されているため、ここには指定できません。"
"1132","└"
"1133","　"
"1134","コンテンツを"
"1135","格納先フォルダを未設定にしてよろしいですか？"
"1136","格納先フォルダを指定してください"
"1137","格納先フォルダが長すぎます"
"1138","格納先フォルダに文字 ' は使用できません"
"1139","格納先フォルダに、\\で始まる共有フォルダ名を指定してください"
"1140","格納先フォルダの指定が誤っています"
"1141","成果物の移動を行うため、多少時間がかかります。よろしいですか？"
"1142","移動中…"
"1143","格納場所を変更する時、以下の成果物でエラーが発生しました。"
"1144","…"
"1145","ファイル名が入力されていません"
"1146","ファイル名に\は使用できません"
"1147","ファイル名が重複しています"
"1148","フォルダを自分自身の中に移動することはできません"
"1149","コンテンツ名： "
"1150","ファイル名が長すぎるため移動できません"
"1151","登録方法選択"
"1152","サーバフォルダとして登録"
"1153","フォルダ内のファイルを階層コンテンツとして登録"
"1154","フォルダ内のファイルを、フォルダ階層を継承して階層コンテンツとして登録します"
"1155","フォルダ内のファイルを個別に登録"
"1156","フォルダ内のファイル(サブフォルダ内含む)を、個別にコンテンツとして登録します"
"1157","フォルダ自身を登録"
"1158","フォルダ自身をコンテンツとして登録します"
"1159","コンテンツの登録方法を選択してください。"
"1160","コピー先共有フォルダ指定"
"1161","に対応する、コピー先共有フォルダを指定してください。"
"1162","コピー元の共有フォルダ"
"1163","コピー元と同じ共有フォルダは指定できません"
"1164","\\で始まる共有フォルダ名を指定してください"
"1165","共有フォルダ名を指定してください"
"1166","フォルダが存在しません。作成しますか？"
"1167","他タスクへコピー"
"1168","格納場所を変更する"
"1169","コピー"
"1170","コピー元タスク："
"1171","コピー先タスク："
"1172","格納場所名が誤っています"
"1173","格納場所"
"1174","指定した格納場所は存在しません"
"1175","同じ階層ですが良いですか？"
"1176","同じ%1ですが良いですか？"
"1177","他%1へコピー"
"1178","コピー先%1："
"1179","コピー元%1："
"1180","他階層へコピー"
"1181","コピー先階層："
"1182","コピー元階層："
"1183","コンテンツ情報の読み込みでエラーが発生しました"
"1184","%1情報取得時にエラーが発生しました"
"1185","コピー先に成果物格納フォルダが設定されていますが、"
"1186","「格納場所を変更する」がチェックされています。"
"1187","成果物格納フォルダの設定を無視して良いですか？"
"1188","（いいえを選択すると、成果物格納フォルダに格納します）"
"1189","コピー先の成果物格納フォルダが存在しないか、アクセスできません。"
"1190","ファイル名が長すぎるためコピーできません"
"1191","登録先タスク選択"
"1192","登録先タスクを選択してください"
"1193","登録先%1選択"
"1194","登録先%1を選択してください"
"1195","登録先階層選択"
"1196","登録先階層を選択してください"
"1197","接続ユーザ："
"1198","サーバIPアドレス："
"1199","バージョン："
"1200","作業割当て/コンテンツ登録"
"1201","(未接続)"
"1202","(エラー%1)"
"1203","ネットワーク固有のエラーが発生しました"
"1204","ネットワークが利用できません"
"1205","えデータベース"
"1206","データベースパス"
"1207","Visual SourceSafe データベース ファイル選択"
"1208","Visual SourceSafe データベース(srcsafe.ini)|srcsafe.ini"
"1209","登録←"
"1210","ファイル/フォルダ"
"1211","全選択"
"1212","ﾌﾟﾛｾｽ"
"1213","構成管理ﾂｰﾙ"
"1214","ファイル名を自動で振り直す"
"1215","(コピーせずに割当て)"
"1216","作業者変更時にEメール連絡する"
"1217","コピーを割当て"
"1218","参照　　"
"1219","コンテンツを参照します"
"1220","関連付けで参照"
"1221","ｴﾃﾞｨﾀで参照"
"1222","任意のｱﾌﾟﾘで参照"
"1223","削除　　"
"1224","コンテンツを削除します"
"1225","割当て "
"1226","コンテンツを作業割当てします"
"1227","新規ﾌｧｲﾙ"
"1228","新規ﾌｫﾙﾀﾞ"
"1229","ﾀﾞﾐｰｺﾝﾃﾝﾂ"
"1230","登録　　"
"1231","コンテンツを登録します"
"1232","変更　　"
"1233","コンテンツの情報を変更します"
"1234","コンテンツのプロパティを表示します"
"1235","表示切替"
"1236","登録画面の表示を変更します"
"1237","登録元"
"1238","登録済"
"1239","両方"
"1240","表示に関する設定を変更します"
"1241","ﾀｽｸ構成表示"
"1242","要件表示"
"1243","要件関連付け"
"1244","戻る　　"
"1245","変更画面を終了します"
"1246","行複写 "
"1247","選択中の行を複写します"
"1248","行削除 "
"1249","選択中の行を削除します"
"1250","呼出し元画面に戻ります"
"1251","割当て"
"1252","割当て保留"
"1253","状況表示"
"1254","表示種別"
"1255","保存履歴"
"1256","フォルダ新規作成(&N)"
"1257","フォルダ名変更(&M)"
"1258","フォルダ削除(&D)"
"1259","参照(&O)"
"1260","XXX参照"
"1261","コメント操作(&C)"
"1262","クリップから外す"
"1263","クリップに移動"
"1264","新規クリップでとめる"
"1265","新規ファイル"
"1266","ダミーコンテンツ"
"1267","全選択(&A)"
"1268","共有コンテンツ登録(&S)"
"1269","他タスクへコピー(&T)"
"1270","削除(&D)"
"1271","プロパティ(&R)"
"1272","エクスプローラで開く(&O)"
"1273","最新(&R)"
"1274","階層作成(&N)"
"1275","階層削除(&D)"
"1276","起動ｱﾌﾟﾘｹｰｼｮﾝ指定"
"1277","%1の履歴一覧"
"1278","指定フォルダの配下に、子フォルダ/ファイルがあるため削除できません"
"1279","フォルダ%1は、プロジェクトフォルダに設定されているため削除できません"
"1280","指定フォルダは、コンテンツとして登録されているため削除できません"
"1281","フォルダ削除に失敗しました"
"1282","指定されたフォルダまたは配下に、チェックアウト中のものがあるため変更できません"
"1283","新しいフォルダ名を入力して下さい%r%n%r%n変更元 %1"
"1284","フォルダ名を変更すると履歴情報が失われます。フォルダ名を変更しますか？"
"1285","フォルダ名を変更しますか?"
"1286","フォルダ名変更に失敗しました"
"1287","参照しようとした課題は存在しません"
"1288","参照しようとしたレビュー記録票は存在しません"
"1289","参照しようとした障害処理票は存在しません"
"1290","他%1へコピー(&T)"
"1291","データベース接続中…"
"1292","初期情報取得中…"
"1293","プロジェクト情報が取得できません"
"1294","ツリー作成中…"
"1295","ﾂﾘｰ切替"
"1296","ツリーの表示形式を切り替えます"
"1297","登録の権限がありません"
"1298","(選択してください)"
"1299","[全社] "
"1300","構成管理ツールがありません"
"1301","「$\$」フォルダは指定できません"
"1302","格納ﾌｫﾙﾀﾞ : "
"1303","そこには移動できません"
"1304","%1参照"
"1305","ﾌﾟﾛｼﾞｪｸﾄ : "
"1306","担当 : "
"1307","最上位フォルダは登録できません"
"1308","「$\$」フォルダは登録できません"
"1309","作業者の所にドロップしてください"
"1310","ショートカットのリンク先が取得できませんでした"
"1311","ドライブのルートフォルダはドロップできません"
"1312","複数ファイルはドロップできません"
"1313","送信できるコンテンツが選択されていません"
"1314","作業者情報が取得できませんでした"
"1315","%1 にコンテンツをメールで送信します。よろしいですか？"
"1316","Eメール送信中…"
"1317","UPDATE T_Contents_Info SET Memo='送信済'"
"1318","他プロジェクトのコンテンツは操作できません"
"1319","外すコンテンツがありません"
"1320","他プロジェクトのコンテンツは移動できません"
"1321","複数選択の時はクリップを指定できません"
"1322","階層が異なるコンテンツはまとめて移動できません"
"1323","%1が異なるコンテンツはまとめて移動できません"
"1324","移動できるクリップがありません"
"1325","他プロジェクトのコンテンツは指定できません"
"1326","階層が異なるコンテンツは指定できません"
"1327","%1が異なるコンテンツは指定できません"
"1328","作成するクリップの名前を入力して下さい"
"1329","クリップでとめる"
"1330","新規クリップ"
"1331","クリップの作成に失敗しました"
"1332","登録ファイル選択"
"1333","実ファイルを持つ成果物がありません"
"1334","フォルダ作成時にエラーが発生しました"
"1335","フォルダ名変更時にエラーが発生しました"
"1336","[プロジェクト] "
"1337","同じレベルの全ての階層を削除することはできません"
"1338","コンテンツが存在するため削除できません"
"1339","作業者を変更すると元に戻す事ができません。"
"1340","続行しますか？"
"1341","コンテンツと進捗管理の作業期間が異なっているものがあります。"
"1342","進捗管理の作業期間を変更しますか？"
"1343","コピーせずに割当てを実行していますが、%r%n割当て先に成果物格納フォルダが設定されているため、%r%nサーバファイル/サーバフォルダの格納場所を変更します。"
"1344","割当て中…"
"1345","ファイル名が重複しているコンテンツがありました"
"1346","登録が終了しました"
"1347","他プロジェクトのコンテンツをコピーせずに割当てることはできません"
"1348","階層コンテンツをコピーせずに割当てます"
"1349","階層コンテンツをコピーして割当てます"
"1350","割当てるコンテンツがありません"
"1351","配下にプロジェクト規定レイヤのコンテンツがありません"
"1352","ドライブのルートフォルダは登録できません"
"1353","フォルダ内にファイルが存在しません"
"1354","サーバファイルコンテンツとして登録しますか？"
"1355","サーバファイル/フォルダコンテンツとして登録しますか？"
"1356","登録元のコンテンツが存在しません"
"1357","%1%2 にコンテンツをコピーします"
"1358","%1を変更せずにコンテンツをコピーします"
"1359","%1情報の読み込みでエラーが発生しました"
"1360","対応する%1が無いため、"
"1361","コンテンツのコピーは行われませんでした"
"1362","登録が終了しましたが、"
"1363","%1個のコンテンツが対応する%2が無いため"
"1364","コピーされませんでした"
"1365","コンテンツ読込中…"
"1366","コンテンツ読込中……"
"1367","表示数: %1"
"1368","機能構成"
"1369","要件"
"1370","%1構成"
"1371","階層構成"
"1372","ｺﾝﾃﾝﾂ名"
"1373","最終確認者"
"1374","確認日"
"1375","文書番号"
"1376","発生区分"
"1377","ﾌｧｲﾙ名"
"1378","削除中…"
"1379","他プロジェクトのコンテンツは削除できません"
"1380","自分以外のコンテンツは削除できません"
"1381","未割当てのコンテンツは削除できません。[登録]タブで削除してください"
"1382","作業者が作業中のため削除できません"
"1383","他人の着手済コンテンツも削除しますか？"
"1384","※以降同じエラーは表示しません"
"1385","削除できませんでした"
"1386","URLが入力されていません"
"1387","URLに文字 ' は使用できません"
"1388","作業者を選択して下さい"
"1389","終了予定が開始予定より前です"
"1390","ファイル名の末尾に '\' は使えません"
"1391","コンテンツ送信"
"1392","組織コード"
"1393","以上を選択"
"1394","現在の権限"
"1395","権限なし"
"1396","アドミニストレータ"
"1397","プロセス管理者"
"1398","査閲ユーザ"
"1399","管理者"
"1400","一般ユーザ"
"1401","限定ユーザ"
"1402","会社"
"1403","ふりがな"
"1404","を含む"
"1405","登録・変更"
"1406","一覧表示"
"1407","権限削除"
"1408","あ行"
"1409","か行"
"1410","さ行"
"1411","た行"
"1412","な行"
"1413","は行"
"1414","ま行"
"1415","や行"
"1416","ら行"
"1417","わ行"
"1418","%1は権限を変更できません"
"1419","プロセス"
"1420","査閲"
"1421","管理"
"1422","一般"
"1423","限定"
"1424","最大利用者数(%1)を超えて権限を設定できません"
"1425","権限は変更されていません"
"1426","「%1」さんの権限を設定してよろしいですか？"
"1427","設定しました。"
"1428","失敗しました。"
"1429","%1人の権限が変更されています"
"1430","設定してよろしいですか？"
"1431","権限が編集されています"
"1432","一覧表示を実行してよろしいですか？"
"1433","あいうえおアイウエオｱｲｳｴｵ"
"1434","かきくけこカキクケコｶｷｸｹｺ"
"1435","さしすせそサシスセソｻｼｽｾｿ"
"1436","たちつてとタチツテトﾀﾁﾂﾃﾄ"
"1437","なにぬねのナニヌネノﾅﾆﾇﾈﾉ"
"1438","はひふへほハヒフヘホﾊﾋﾌﾍﾎ"
"1439","まみむめもマミムメモﾏﾐﾑﾒﾓ"
"1440","やゆよヤユヨﾔﾕﾖ"
"1441","らりるれろラリルレロﾗﾘﾙﾚﾛ"
"1442","わをワヲﾜｦ"
"1443","ActiveX一括セットアップ"
"1444","実行"
"1445","中断"
"1446","サーバアドレス (例 http://xxx.co.jp/ProcessDirector/)"
"1447","注："
"1448","サーバのURLを入力してください"
"1449","ActiveX一括ダウンロード"
"1450","未対応のOSです。"
"1451","サーバに接続できませんでした"
"1452","%1のバージョン情報"
"1453","%1.exeをダウンロード中です…"
"1454","ダウンロードに失敗しました"
"1455","再度「実行」ボタンを押してください"
"1456","%1.exeをインストール中です…"
"1457","ActiveXのインストールを開始します…"
"1458","%1のインストール状況を確認中です…"
"1459","%1をインストール中です…"
"1460","処理を中断しました"
"1461","インストールが正常に終了しませんでした"
"1462","インストールできなかったファイルがあります%1%2\PN4AX.Log を確認して下さい"
"1463","ActiveXのインストールが完了しました"
"1464","全てのActiveXがインストール済みです"
"1465","OpenURLでエラーが発生しました"
"1466","エラー番号 : "
"1467","エラー情報 : "
"1468","詳細情報 : "
"1469","%1のダウンロードに失敗しました"
"1470","画面が開いている場合は、閉じてから再び「ActiveX一括セットアップ」を実行してください"
"1471","%1をインストールしました"
"1472","通信中にエラーが発生しました。もう一度「実行」ボタンを押して下さい。"
"1473","指定されたファイル名は既に存在します。別の名前を指定して下さい。"
"1474","サーバ上に作成"
"1475","エディタ"
"1476","作業フォルダ"
"1477","ユーザ"
"1478","クライアント"
"1479","エディタの選択"
"1480","実行ファイル (*.exe)|*.exe|"
"1481","すべてのファイル (*.*)|*.*"
"1482","作業フォルダが指定されていません"
"1483","お知らせ環境設定"
"1484","装飾パレットの表示"
"1485","表示する"
"1486","表示しない"
"1487","(IE5.5以上では表示されません)"
"1488","未読の親コメントを先に読んでください。"
"1489","削除コメント検索でエラーが発生しました。"
"1490","コード："
"1491","コメント削除でエラーが発生しました。"
"1492","コメント既読情報更新でエラーが発生しました。"
"1493","お知らせ削除でエラーが発生しました。"
"1494","(不明)"
"1495","コメント環境設定"
"1496","親コメントの同時削除"
"1497","未読の親コメントがあれば削除できないようにする"
"1498","削除しようとしているコメントのみ削除"
"1499","削除しようとしているコメントの親コメントのうち、未読コメントの手前まで削除"
"1500","削除しようとしているコメントの親コメントを、未読のものも含めすべて削除"
"1501","コメントの自動削除"
"1502","自動削除を行わず、手動で削除する"
"1503","ホームを表示したときに既読コメントのみ削除"
"1504","コメント閲覧と同時に削除"
"1505","件数指定・スレッド表示設定"
"1506","一覧のスレッド表示を行う"
"1507","一覧のスレッド表示を行わない"
"1508","一覧の表示件数を指定する"
"1509","(件／ページ)"
"1510","1ページ表示行数を指定してください。"
"1511","1ページ表示行数に整数値(1～9999)を指定してください。"
"1512","コメント閲覧と同時に他の未読の関連コメントも%r%n同時に削除されますので、注意してください。"
"1513","未読表示"
"1514","最初のページ"
"1515","前のページ"
"1516","次のページ"
"1517","最後のページ"
"1518","新規    "
"1519","返信    "
"1520","削除    "
"1521","設定    "
"1522","全  件"
"1523","ポップアップ１"
"1524","あて先一覧"
"1525","すべて表示"
"1526","権限取得でエラーが発生しました。コード："
"1527","コメントユーザ設定取得でエラーが発生しました。コード："
"1528","作成者"
"1529","コメントID"
"1530","親コメントID"
"1531","報告書区分"
"1532","未使用"
"1533","全プロジェクト  %1宛てコメント"
"1534","%1  %2宛てコメント"
"1535","%1  全コメント"
"1536","0 / 0 ページ"
"1537","%1 / %2 ページ"
"1538","全 %1 件"
"1539","プロジェクト関連コメント取得でエラーが発生しました。コード："
"1540","お知らせ取得でエラーが発生しました。コード："
"1541","リストから対象のコメントを１つだけ選択してください"
"1542","プロジェクト内の全コメント表示時は削除できません"
"1543","削除するコメントを選択してください"
"1544","選択されているコメントを削除しますか？"
"1545","選択されているお知らせを削除しますか？"
"1546","フォルダコンテンツに変更"
"1547","現在のファイルを代表ファイルとして設定する。"
"1548","フォルダ名"
"1549","フォルダコンテンツに変更します。"
"1550","フォルダコンテンツへの変更に失敗しました。"
"1551","このフォルダは既に存在します。"
"1552","フォルダコンテンツへの変更はできません。"
"1553","サーバフォルダコンテンツに変更します。"
"1554","進捗／品質データ入力"
"1555","入力..."
"1556","作業工数"
"1557","実績"
"1558","測定値"
"1559","予定"
"1560","規模"
"1561","解決バグ数"
"1562","摘出バグ数"
"1563","テスト項目数"
"1564","頁数"
"1565","数値以外は入力できません。"
"1566","桁数オーバーです。"
"1567","日付を正しく入力してください"
"1568","入力日"
"1569","累計"
"1570","マイナスの値は入力できません。"
"1571","着手日より後の日付を入力してください"
"1572","終了日より前の日付を入力してください"
"1573","0～100の値を入力してください。"
"1574","属性"
"1575","数値"
"1576","成果物連携"
"1577","Ｅメール連絡する"
"1578","成果物選択"
"1579","作業期間"
"1580","成果物の割当て先を指定してください。"
"1581","（"
"1582","）"
"1583","格納場所には、\\で始まるフォルダ名を指定してください。"
"1584","指定した格納場所にはフォルダを作成できません。"
"1585","コンテンツ情報が見つかりません。"
"1586","自動割当てしない"
"1587","関連付けで編集"
"1588","ｴﾃﾞｨﾀで編集"
"1589","任意のｱﾌﾟﾘで編集"
"1590","確認依頼"
"1591","引き渡し"
"1592","関連ｺﾝﾃﾝﾂ"
"1593","×通常"
"1594","×完了"
"1595","作業者選択"
"1596","コンテンツリストのコンテキストメニュー"
"1597","内容確認"
"1598","ｴﾃﾞｨﾀで内容確認"
"1599","ﾌｫﾙﾀﾞｺﾝﾃﾝﾂに変更"
"1600","ﾌｧｲﾙｺﾝﾃﾝﾂに変更"
"1601","進捗／品質ﾃﾞｰﾀ入力"
"1602","確認依頼取り消し"
"1603","再編集許可依頼"
"1604","関連ｺﾝﾃﾝﾂ参照"
"1605","ＫＭ参照"
"1606","ツールバーのコンテキストメニュー"
"1607","ボタンイメージを非表示"
"1608","ボタンイメージ小"
"1609","ボタンイメージ大"
"1610","報告のコンテキストメニュー"
"1611","課題タブのポップアップメニュー"
"1612","%1件中%2件未読"
"1613","既読%1件"
"1614","確認許可"
"1615","確認／許可"
"1616","コンテンツが作業フォルダにあります。"
"1617","コンテンツをサーバーに移動しますか？"
"1618","コンテンツをサーバーに移動し、フォルダコンテンツへの変更を行いますか？"
"1619","－－－引き渡し理由－－－"
"1620","[引き渡し]"
"1621","コンテンツ %1 が引き渡されました"
"1622","ファイル出力でエラーが発生しました"
"1623","月間報告"
"1624","コンテンツ "
"1625","再編集許可依頼を差し戻します。よろしいですか？"
"1626","既に確認が完了しているため、差し戻しできませんでした"
"1627","[差し戻し]"
"1628","コンテンツ %1 の再編集許可依頼が差し戻されました"
"1629","－－－差し戻し理由－－－"
"1630","コンテンツ %1 の確認依頼が差し戻されました"
"1631","再編集を許可します。よろしいですか？"
"1632","既に差し戻しされているため、確認できませんでした"
"1633","確認します。よろしいですか？"
"1634","－－－メッセージ－－－"
"1635","[再編集許可完了]"
"1636","コンテンツ %1 の再編集が許可されました"
"1637","[確認完了]"
"1638","コンテンツ %1 の確認が完了しました"
"1639","成果物の連携に失敗しました"
"1640","処理中にエラーが発生しました"
"1641","コンテンツ %1 の確認をお願いします"
"1642","%1 の確認をお願いします"
"1643","再編集許可依頼を取消します。よろしいですか？"
"1644","確認依頼を取消します。よろしいですか？"
"1645","既に確認が完了しているため、取消できませんでした"
"1646","この操作は作業フォルダを指定していないと実行できません。"
"1647","作業フォルダを指定するには[OK]を押して下さい。"
"1648","許可"
"1649","取り消し"
"1650","∟"
"1651","着手"
"1652","関連付けで%1"
"1653","ｴﾃﾞｨﾀで%1"
"1654","任意のｱﾌﾟﾘで%1"
"1655","関連付けで内容確認"
"1656","任意のｱﾌﾟﾘで内容確認"
"1657","再編集許可"
"1658","再編集許可依頼取消"
"1659","確認対象"
"1660","完了日"
"1661","確認依頼日"
"1662","更新日"
"1663","開始予定日"
"1664","作業者名"
"1665","（%1個のコンテンツが表示抑制されています）"
"1666","コンテンツ種別"
"1667","成果物%1"
"1668","全プロジェクト"
"1669","%1定義による"
"1670","確認／許可を終える"
"1671","確認可能なコンテンツが選択されていません"
"1672","コンテンツ %1 の編集が許可されました"
"1673","報告"
"1674","未登録"
"1675","登録日"
"1676","次回登録日"
"1677","定期登録日"
"1678","報告者"
"1679","定期登録設定"
"1680","確認依頼中"
"1681","一時保存"
"1682","複数コンテンツ一括確認"
"1683","以下のコンテンツの確認／許可を行ないます。 次の確認者を選択して下さい"
"1684","登録に失敗しました。確認を中止します。"
"1685","確認操作を中止します。"
"1686","作業工数入力"
"1687","反映↓"
"1688","入力対象日"
"1689","作業工数実績"
"1690","入力対象日を正しく入力してください"
"1691","桁数オーバーです"
"1692","数値を入力してください"
"1693","マイナスの値は入力できません"
"1694","入力対象日を入力してください"
"1695","作業工数実績を入力してください"
"1696","成果物連携..."
"1697","作業者にEメール連絡する"
"1698","次の再編集許可者にまわす"
"1699","再編集許可を終える"
"1700","メッセージ ："
"1701","再編集許可します。処理を選択して下さい。"
"1702","確認者にEメール連絡する"
"1703","確認者を選択して下さい"
"1704","処理を選択して下さい。"
"1705","確認します。"
"1706","確認を終える"
"1707","次の確認者にまわす"
"1708","再編集許可します。"
"1709","再編集許可します（ワークフローはすべて終了します）。"
"1710","確認します（%1はすべて終了します）。"
"1711","再編集許可します（%1はすべて終了します）。"
"1712","Eﾒｰﾙ連絡"
"1713","次の確認者"
"1714","確認します（次の確認者にまわります）。"
"1715","再編集許可します（次の確認者にまわります）。"
"1716","関連コンテンツ参照"
"1717","リファレンス"
"1718","影響コンテンツ"
"1719","ナレッジ検索"
"1720","関連コンテンツは登録されていません"
"1721","再編集許可者を指定して依頼する"
"1722","確認者 ："
"1723","ワークフロー定義に沿って依頼する"
"1724","文書番号 ："
"1725","再編集許可を依頼します。処理を選択して下さい。"
"1726","%1定義に沿って依頼する"
"1727","確認を依頼します。"
"1728","確認者を指定して依頼する"
"1729","再編集許可を依頼します。"
"1730","プロジェクト責任者が設定されていません"
"1731","差し戻し先選択"
"1732","確認済みの要員"
"1733","差し戻し理由："
"1734","確認依頼を差し戻します。"
"1735","引き渡し先選択"
"1736","コンテンツを引き渡します。"
"1737","引き渡し理由："
"1738","ファイルコンテンツに変更"
"1739","ファイルコンテンツに変更します。"
"1740","変更されるファイル"
"1741","ファイルが選択されていません。"
"1742","チェックインに失敗しました。"
"1743","同じ名前のファイルが既に存在するためファイルコンテンツに変更することはできません。"
"1744","フォルダの削除に失敗しました"
"1745","フォルダ内にファイルが存在しないため、ファイルコンテンツに変更できません。"
"1746","フォルダ内にファイルが2つ以上存在するため、ファイルコンテンツに変更できません。"
"1747","ファイルコンテンツへの変更はできません。"
"1748","サーバファイルコンテンツに変更します。"
"1749","プログラムエラー"
"1750","成果物連携のコンテンツの格納先が見つかりません。"
"1751","成果物連携のコンテンツの格納先を指定してください。"
"1752","成果物連携に指定されたフォルダ名は既に存在します"
"1753","成果物連携に指定されたファイル名は既に存在します"
"1754","ファイル保存"
"1755","有効な顧客のみ表示する"
"1756","配下組織に対する顧客も表示する"
"1757","検索開始"
"1758","表示範囲:"
"1759","顧客コード:"
"1760","法人区分:"
"1761","顧客名:"
"1762","顧客組織"
"1763","顧客マスタ"
"1764","一覧メニュー"
"1765","顧客コード"
"1766","顧客名"
"1767","区分"
"1768","組織"
"1769","状況"
"1770","承認日"
"1771","受注案件「%1：%2」"
"1772","%1 その他 %2件"
"1773","%1%r%nの顧客として登録されているため、削除できません%r%n"
"1774","プロジェクト「%1：%2」"
"1775","%1 その他 %2"
"1776","顧客組織「%1：%2」"
"1777","%1%r%nに登録されているため、削除できません"
"1778","「%1：%2」は無効になっていません"
"1779","無効後に削除してください"
"1780","「%1：%2」を削除します"
"1781","読込中…"
"1782","顧客名に正しい値を入力してください"
"1783","表示対象が%1件あります。"
"1784","%1件以下になるように条件を指定してください。"
"1785","統合された顧客をまとめて表示する"
"1786","表示種別："
"1787","以下を選択"
"1788","案件のみ"
"1789","プロジェクトのみ"
"1790","顧客名称に正しい値を入力してください"
"1791","案件"
"1792","ProcessDirector データマネージャ"
"1793","[サーバ情報]"
"1794","サーバID          "
"1795","サーバ名          "
"1796","バージョン        "
"1797","コンピュータ名    "
"1798","IPアドレス        "
"1799","組織コード        "
"1800","組織名            "
"1801","ｺﾝﾃﾝﾂ格納ﾌｫﾙﾀﾞ    "
"1802","ｺﾝﾃﾝﾂ共有ﾌｫﾙﾀﾞ    "
"1803","添付ﾌｧｲﾙ格納ﾌｫﾙﾀﾞ "
"1804","会社一覧"
"1805","全て非選択"
"1806","全て選択"
"1807","会社ｺｰﾄﾞ"
"1808","会社名"
"1809","メール環境設定"
"1810","管理者メールアドレス"
"1811","※エラー通知メールの送信先になります"
"1812","SMTPサーバ"
"1813","サーバ名"
"1814","送信間隔［秒］"
"1815","POPサーバ"
"1816","アカウント"
"1817","接続間隔［回数］"
"1818","メールアドレス"
"1819","メールアドレスが120バイトを超えています"
"1820","POPサーバ名が120バイトを超えています"
"1821","アカウントが120バイトを超えています"
"1822","パスワードが120バイトを超えています"
"1823","接続間隔は1～9999で指定してください"
"1824","SMTPサーバ名が120バイトを超えています"
"1825","送信間隔は1～9999で指定してください"
"1826","管理者メールアドレスが120バイトを超えています"
"1827","構成管理ツール設定"
"1828","プロジェクトフォルダ"
"1829","CVS認証"
"1830","転送先"
"1831","ログイン"
"1832","パスワードの確認"
"1833","ツール選択"
"1834","使用しない"
"1835","転送元"
"1836","転送元のログインユーザー名を入力してください。"
"1837","転送元のパスワードの確認入力が誤っています。"
"1838","転送先のログインユーザー名を入力してください。"
"1839","転送先のパスワードの確認入力が誤っています。"
"1840","データベースパスは\\で始まる共有フォルダを指定してください。"
"1841","転送先と転送元に同じ構成管理ツールが設定されています。登録しますか？"
"1842","転送先のプロジェクトを入力してください"
"1843","VSSまたはCVSの場合は「$」で始まるプロジェクトフォルダを入力してください"
"1844","PVCSの場合は「\」で始まるプロジェクトフォルダを入力してください"
"1845","転送先のデータベースパスを入力してください"
"1846","転送処理を開始しますか?"
"1847","転送処理を中断しました."
"1848","全ての転送処理を終了しましたが、エラーが発生しています."
"1849","詳しくは、実行ログを参照してください."
"1850","全ての転送処理を正常に終了しました."
"1851","実行ﾛｸﾞの参照"
"1852","転送元：%1  →  転送先：%2"
"1853","%1転送方式：ネットワーク"
"1854","%1転送方式：ファイル出力"
"1855","%1転送方式：電子メール"
"1856","プロジェクト情報："
"1857","プロセス情報："
"1858","サーバ情報："
"1859","要員・会社・組織・役職 情報："
"1860","月間報告情報："
"1861","受注案件情報："
"1862","顧客情報："
"1863","オーダ情報："
"1864","転送を開始しますか?"
"1865","処理を中断しますか？"
"1866","処理中断の確認"
"1867","処理中断を要求しています..."
"1868","転送情報詳細設定"
"1869","プロジェクト・オプション"
"1870","設定..."
"1871","基本管理機能"
"1872","プロジェクト一覧入力情報"
"1873","責任者/リーダの最新のみ"
"1874","責任者/リーダのすべて"
"1875","すべての要員"
"1876","進捗管理"
"1877","関連するプロセス情報"
"1878","課題管理"
"1879","課題の添付ファイル"
"1880","実コンテンツを転送しない"
"1881","見積り情報"
"1882","オーダ情報"
"1883","品質管理(CMMI)"
"1884","品質管理表情報"
"1885","障害処理票情報"
"1886","レビュー記録票情報"
"1887","審査実施情報"
"1888","イベント管理情報"
"1889","プロジェクト計画書情報"
"1890","基本設定"
"1891","権限、パスワード情報"
"1892","責任者/リーダのみ"
"1893","全員"
"1894","要員情報"
"1895","コメント情報"
"1896","掲示板情報"
"1897","管理項目情報"
"1898","プロジェクトの基本情報"
"1899","集約機能を使用する"
"1900","双方向に転送を行う"
"1901","特殊オプション "
"1902","すべてのデータを転送する"
"1903","ここの部分は、MainDialogのメニュから起動される画面で実施する"
"1904","受注案件情報の転送 "
"1905","転送元で更新された情報に限定"
"1906","非公開受注案件情報"
"1907","組織ｺｰﾄﾞを設定する"
"1908","組織ｺｰﾄﾞを一覧から選択します"
"1909","組織ｺｰﾄﾞ"
"1910","全対象"
"1911","顧客情報の転送 "
"1912","組織顧客情報"
"1913","オーダ情報の転送 "
"1914","スケジュール "
"1915","タスクスケジューラの設定"
"1916","タスクスケジューラの項目には次の値を設定してください。"
"1917","実行するファイル名"
"1918","自動起動する"
"1919","パスワードの確認入力："
"1920","パスワード："
"1921","アカウント名："
"1922","終了時刻："
